REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,METHOD
NSW1,20/10/2021 0:00,7514.762167,45.10626871,ARIMA
NSW1,20/10/2021 0:30,7472.656511,41.1815716,ARIMA
NSW1,20/10/2021 1:00,7356.944398,46.32183243,ARIMA
NSW1,20/10/2021 1:30,7194.874588,46.71553338,ARIMA
NSW1,20/10/2021 2:00,6982.178026,45.13380009,ARIMA
NSW1,20/10/2021 2:30,6836.380389,39.78815861,ARIMA
NSW1,20/10/2021 3:00,6560.583662,40.0761851,ARIMA
NSW1,20/10/2021 3:30,6332.813035,38.94232712,ARIMA
NSW1,20/10/2021 4:00,6167.831459,37.88729575,ARIMA
NSW1,20/10/2021 4:30,6118.379921,39.20013433,ARIMA
NSW1,20/10/2021 5:00,6085.790318,40.48178506,ARIMA
NSW1,20/10/2021 5:30,6158.545234,42.42833973,ARIMA
NSW1,20/10/2021 6:00,6215.831884,42.17657705,ARIMA
NSW1,20/10/2021 6:30,6365.176232,42.20140262,ARIMA
NSW1,20/10/2021 7:00,6584.995946,47.55344663,ARIMA
NSW1,20/10/2021 7:30,6794.925797,104.0318148,ARIMA
NSW1,20/10/2021 8:00,7024.056917,146.9588613,ARIMA
NSW1,20/10/2021 8:30,7252.697876,54.62489566,ARIMA
NSW1,20/10/2021 9:00,7477.076129,46.86230721,ARIMA
NSW1,20/10/2021 9:30,7489.670634,41.50347639,ARIMA
NSW1,20/10/2021 10:00,7456.893425,40.43203345,ARIMA
NSW1,20/10/2021 10:30,7417.985594,36.44666579,ARIMA
NSW1,20/10/2021 11:00,7397.270833,38.02246717,ARIMA
NSW1,20/10/2021 11:30,7258.33032,37.96602998,ARIMA
NSW1,20/10/2021 12:00,7168.213498,38.82976522,ARIMA
NSW1,20/10/2021 12:30,7246.513033,39.12528427,ARIMA
NSW1,20/10/2021 13:00,7295.375587,38.03234222,ARIMA
NSW1,20/10/2021 13:30,7322.725298,37.53655822,ARIMA
NSW1,20/10/2021 14:00,7259.397262,36.6723784,ARIMA
NSW1,20/10/2021 14:30,7245.923601,36.78805449,ARIMA
NSW1,20/10/2021 15:00,7216.418661,36.88204856,ARIMA
NSW1,20/10/2021 15:30,7223.550906,35.8659283,ARIMA
NSW1,20/10/2021 16:00,7262.289266,37.32506065,ARIMA
NSW1,20/10/2021 16:30,7355.678309,38.12550081,ARIMA
NSW1,20/10/2021 17:00,7478.470866,39.89654339,ARIMA
NSW1,20/10/2021 17:30,7708.271743,55.64081072,ARIMA
NSW1,20/10/2021 18:00,7908.537443,108.0438565,ARIMA
NSW1,20/10/2021 18:30,8274.68021,67.90872711,ARIMA
NSW1,20/10/2021 19:00,8473.887495,185.7650234,ARIMA
NSW1,20/10/2021 19:30,8347.603178,142.4660691,ARIMA
NSW1,20/10/2021 20:00,8077.197681,60.049138,ARIMA
NSW1,20/10/2021 20:30,7912.379289,68.12552629,ARIMA
NSW1,20/10/2021 21:00,7797.786059,69.82731878,ARIMA
NSW1,20/10/2021 21:30,7676.897007,63.18323312,ARIMA
NSW1,20/10/2021 22:00,7558.467428,53.50225811,ARIMA
NSW1,20/10/2021 22:30,7459.814892,53.51101441,ARIMA
NSW1,20/10/2021 23:00,7483.316637,73.31807151,ARIMA
NSW1,20/10/2021 23:30,7414.280349,57.85524085,ARIMA
NSW1,21/10/2021 0:00,7333.745425,72.03531512,ARIMA
NSW1,21/10/2021 0:30,7211.857192,58.90991339,ARIMA
NSW1,21/10/2021 1:00,7086.43971,88.25844523,ARIMA
NSW1,21/10/2021 1:30,6942.055395,64.0099292,ARIMA
NSW1,21/10/2021 2:00,6748.908368,49.14216549,ARIMA
NSW1,21/10/2021 2:30,6580.932458,56.93654805,ARIMA
NSW1,21/10/2021 3:00,6357.738271,50.11831689,ARIMA
NSW1,21/10/2021 3:30,6173.978693,46.76346089,ARIMA
NSW1,21/10/2021 4:00,6074.618648,47.28890986,ARIMA
NSW1,21/10/2021 4:30,6023.721213,46.54919906,ARIMA
NSW1,21/10/2021 5:00,6009.123452,45.64502715,ARIMA
NSW1,21/10/2021 5:30,6027.767885,42.63961935,ARIMA
NSW1,21/10/2021 6:00,6078.375251,44.9287094,ARIMA
NSW1,21/10/2021 6:30,6134.902807,46.02298438,ARIMA
NSW1,21/10/2021 7:00,6373.779674,45.23744742,ARIMA
NSW1,21/10/2021 7:30,6479.710204,49.06357566,ARIMA
NSW1,21/10/2021 8:00,6547.922707,41.09724208,ARIMA
NSW1,21/10/2021 8:30,6589.763211,36.4982762,ARIMA
NSW1,21/10/2021 9:00,6568.825114,36.26814162,ARIMA
NSW1,21/10/2021 9:30,6505.506131,35.30920167,ARIMA
NSW1,21/10/2021 10:00,6433.616817,36.32374832,ARIMA
NSW1,21/10/2021 10:30,6282.361891,30.10042488,ARIMA
NSW1,21/10/2021 11:00,6093.700811,24.60325129,ARIMA
NSW1,21/10/2021 11:30,5875.828382,19.57860706,ARIMA
NSW1,21/10/2021 12:00,5645.651495,26.14028829,ARIMA
NSW1,21/10/2021 12:30,5617.909803,29.52629051,ARIMA
NSW1,21/10/2021 13:00,5606.266718,26.66690552,ARIMA
NSW1,21/10/2021 13:30,5560.345681,29.10316511,ARIMA
NSW1,21/10/2021 14:00,5625.774751,27.58195574,ARIMA
NSW1,21/10/2021 14:30,5719.030788,34.94389788,ARIMA
NSW1,21/10/2021 15:00,5836.912347,32.04475756,ARIMA
NSW1,21/10/2021 15:30,6002.159993,30.74848908,ARIMA
NSW1,21/10/2021 16:00,6251.67748,34.07400567,ARIMA
NSW1,21/10/2021 16:30,6600.666718,35.84600464,ARIMA
NSW1,21/10/2021 17:00,7020.353762,44.43406301,ARIMA
NSW1,21/10/2021 17:30,7430.885678,136.2246901,ARIMA
NSW1,21/10/2021 18:00,7861.783147,138.831172,ARIMA
NSW1,21/10/2021 18:30,8309.601379,54.18566105,ARIMA
NSW1,21/10/2021 19:00,8576.119218,92.03040162,ARIMA
NSW1,21/10/2021 19:30,8436.958226,78.2508461,ARIMA
NSW1,21/10/2021 20:00,8202.670878,210.9303394,ARIMA
NSW1,21/10/2021 20:30,7997.403066,177.9006544,ARIMA
NSW1,21/10/2021 21:00,7876.753997,196.563546,ARIMA
NSW1,21/10/2021 21:30,7718.662602,79.50718401,ARIMA
NSW1,21/10/2021 22:00,7576.144973,97.00811504,ARIMA
NSW1,21/10/2021 22:30,7439.627676,69.54366939,ARIMA
NSW1,21/10/2021 23:00,7390.923657,67.93174905,ARIMA
NSW1,21/10/2021 23:30,7270.057418,51.8651679,ARIMA
NSW1,22/10/2021 0:00,7154.644288,61.33934108,ARIMA
NSW1,22/10/2021 0:30,7060.124182,50.44160244,ARIMA
NSW1,22/10/2021 1:00,6906.339869,47.78403584,ARIMA
NSW1,22/10/2021 1:30,6796.303547,46.84273704,ARIMA
NSW1,22/10/2021 2:00,6643.825198,41.5316942,ARIMA
NSW1,22/10/2021 2:30,6490.757461,41.04249576,ARIMA
NSW1,22/10/2021 3:00,6349.977391,41.85942862,ARIMA
NSW1,22/10/2021 3:30,6200.273274,41.4368713,ARIMA
NSW1,22/10/2021 4:00,6089.49642,42.65235917,ARIMA
NSW1,22/10/2021 4:30,6096.937652,42.70507588,ARIMA
NSW1,22/10/2021 5:00,6152.015643,39.98610962,ARIMA
NSW1,22/10/2021 5:30,6315.84367,46.01907246,ARIMA
NSW1,22/10/2021 6:00,6605.717369,54.32301418,ARIMA
NSW1,22/10/2021 6:30,6854.907765,86.17968621,ARIMA
NSW1,22/10/2021 7:00,7401.759494,204.4913563,ARIMA
NSW1,22/10/2021 7:30,7732.870231,137.2235379,ARIMA
NSW1,22/10/2021 8:00,7892.522462,55.7316413,ARIMA
NSW1,22/10/2021 8:30,7838.676333,45.25387078,ARIMA
NSW1,22/10/2021 9:00,7689.231396,43.65010034,ARIMA
NSW1,22/10/2021 9:30,7458.637247,60.56523891,ARIMA
NSW1,22/10/2021 10:00,7139.752361,45.43403698,ARIMA
NSW1,22/10/2021 10:30,6916.014396,41.48400302,ARIMA
NSW1,22/10/2021 11:00,6654.930583,36.97526668,ARIMA
NSW1,22/10/2021 11:30,6518.454154,35.13546626,ARIMA
NSW1,22/10/2021 12:00,6359.09385,38.65764773,ARIMA
NSW1,22/10/2021 12:30,6335.33126,26.28595857,ARIMA
NSW1,22/10/2021 13:00,6329.781,35.29192316,ARIMA
NSW1,22/10/2021 13:30,6342.441033,39.8323418,ARIMA
NSW1,22/10/2021 14:00,6434.858555,36.04113355,ARIMA
NSW1,22/10/2021 14:30,6503.767494,36.66360555,ARIMA
NSW1,22/10/2021 15:00,6675.165281,36.32785267,ARIMA
NSW1,22/10/2021 15:30,6896.723161,40.94463292,ARIMA
NSW1,22/10/2021 16:00,7158.928417,37.14567939,ARIMA
NSW1,22/10/2021 16:30,7537.432115,52.54474608,ARIMA
NSW1,22/10/2021 17:00,7798.564724,58.92749896,ARIMA
NSW1,22/10/2021 17:30,8213.867093,168.3049916,ARIMA
NSW1,22/10/2021 18:00,8591.303661,138.8649202,ARIMA
NSW1,22/10/2021 18:30,9032.786731,145.2240266,ARIMA
NSW1,22/10/2021 19:00,9146.460971,2586.892993,ARIMA
NSW1,22/10/2021 19:30,9056.302684,47.69309855,ARIMA
NSW1,22/10/2021 20:00,8751.993821,67.68105591,ARIMA
NSW1,22/10/2021 20:30,8480.040851,55.95615773,ARIMA
NSW1,22/10/2021 21:00,8304.998073,52.57938568,ARIMA
NSW1,22/10/2021 21:30,8119.568908,47.82851511,ARIMA
NSW1,22/10/2021 22:00,7951.118062,55.05596635,ARIMA
NSW1,22/10/2021 22:30,7770.079688,47.02742268,ARIMA
NSW1,22/10/2021 23:00,7692.303867,50.90405672,ARIMA
NSW1,22/10/2021 23:30,7584.247376,49.59347721,ARIMA
NSW1,23/10/2021 0:00,7503.117703,47.23196885,ARIMA
NSW1,23/10/2021 0:30,7442.724919,47.13970206,ARIMA
NSW1,23/10/2021 1:00,7338.915188,47.16328639,ARIMA
NSW1,23/10/2021 1:30,7209.488403,44.43889189,ARIMA
NSW1,23/10/2021 2:00,6982.182189,43.84175182,ARIMA
NSW1,23/10/2021 2:30,6804.248112,43.72234488,ARIMA
NSW1,23/10/2021 3:00,6542.562235,43.73048798,ARIMA
NSW1,23/10/2021 3:30,6324.055764,43.66428364,ARIMA
NSW1,23/10/2021 4:00,6212.771633,43.5784432,ARIMA
NSW1,23/10/2021 4:30,6159.397186,43.64950968,ARIMA
NSW1,23/10/2021 5:00,6220.973639,43.65275186,ARIMA
NSW1,23/10/2021 5:30,6316.090708,43.65773986,ARIMA
NSW1,23/10/2021 6:00,6582.472553,43.63316045,ARIMA
NSW1,23/10/2021 6:30,6875.924799,43.48063994,ARIMA
NSW1,23/10/2021 7:00,7477.882023,45.81397177,ARIMA
NSW1,23/10/2021 7:30,7979.144839,46.54547128,ARIMA
NSW1,23/10/2021 8:00,8060.84425,45.09988939,ARIMA
NSW1,23/10/2021 8:30,7995.624448,44.40700956,ARIMA
NSW1,23/10/2021 9:00,7717.922334,43.35316479,ARIMA
NSW1,23/10/2021 9:30,7300.762502,43.8216003,ARIMA
NSW1,23/10/2021 10:00,7045.263457,43.33083591,ARIMA
NSW1,23/10/2021 10:30,6749.525034,42.94841622,ARIMA
NSW1,23/10/2021 11:00,6640.121701,43.59591677,ARIMA
NSW1,23/10/2021 11:30,6496.094277,43.24960964,ARIMA
NSW1,23/10/2021 12:00,6508.592328,43.69870729,ARIMA
NSW1,23/10/2021 12:30,6569.109096,44.03705133,ARIMA
NSW1,23/10/2021 13:00,6623.448796,43.85926653,ARIMA
NSW1,23/10/2021 13:30,6698.338263,43.41195587,ARIMA
NSW1,23/10/2021 14:00,6766.027088,43.42432139,ARIMA
NSW1,23/10/2021 14:30,6826.103699,43.36035038,ARIMA
NSW1,23/10/2021 15:00,6950.111698,43.51192997,ARIMA
NSW1,23/10/2021 15:30,6918.850837,40.99966986,ARIMA
NSW1,23/10/2021 16:00,7232.925826,44.07852959,ARIMA
NSW1,23/10/2021 16:30,7647.516042,43.9921636,ARIMA
NSW1,23/10/2021 17:00,7918.074078,43.88169051,ARIMA
NSW1,23/10/2021 17:30,8216.19008,45.6221594,ARIMA
NSW1,23/10/2021 18:00,8574.28904,49.6479219,ARIMA
NSW1,23/10/2021 18:30,8922.594881,68.23061456,ARIMA
NSW1,23/10/2021 19:00,9077.671991,70.70202904,ARIMA
NSW1,23/10/2021 19:30,8930.375137,61.28206952,ARIMA
NSW1,23/10/2021 20:00,8749.577427,48.4876135,ARIMA
NSW1,23/10/2021 20:30,8464.078941,48.26023029,ARIMA
NSW1,23/10/2021 21:00,8311.042683,48.36517832,ARIMA
NSW1,23/10/2021 21:30,8098.612645,47.78386771,ARIMA
NSW1,23/10/2021 22:00,7982.016605,45.87424526,ARIMA
NSW1,23/10/2021 22:30,7872.044748,45.50394646,ARIMA
NSW1,23/10/2021 23:00,7837.252494,56.84531571,ARIMA
NSW1,23/10/2021 23:30,7634.833783,45.52462412,ARIMA
NSW1,24/10/2021 0:00,7449.994559,44.36461523,ARIMA
NSW1,24/10/2021 0:30,7388.53053,44.76976456,ARIMA
NSW1,24/10/2021 1:00,7321.994155,47.63254841,ARIMA
NSW1,24/10/2021 1:30,7171.137459,44.63966323,ARIMA
NSW1,24/10/2021 2:00,6997.895579,44.42095765,ARIMA
NSW1,24/10/2021 2:30,6784.192948,44.20298206,ARIMA
NSW1,24/10/2021 3:00,6479.018484,44.04728086,ARIMA
NSW1,24/10/2021 3:30,6278.059177,44.0487835,ARIMA
NSW1,24/10/2021 4:00,6174.494664,44.05395597,ARIMA
NSW1,24/10/2021 4:30,6161.915311,44.06558358,ARIMA
NSW1,24/10/2021 5:00,6179.078898,44.00770045,ARIMA
NSW1,24/10/2021 5:30,6329.331977,43.95416652,ARIMA
NSW1,24/10/2021 6:00,6591.792692,43.89572683,ARIMA
NSW1,24/10/2021 6:30,6839.98493,43.45844506,ARIMA
NSW1,24/10/2021 7:00,7412.379738,48.44185262,ARIMA
NSW1,24/10/2021 7:30,7955.632193,67.48461899,ARIMA
NSW1,24/10/2021 8:00,8102.533876,73.54212475,ARIMA
NSW1,24/10/2021 8:30,8051.400544,63.18191501,ARIMA
NSW1,24/10/2021 9:00,7743.800511,45.4139822,ARIMA
NSW1,24/10/2021 9:30,7364.523539,44.20850085,ARIMA
NSW1,24/10/2021 10:00,7125.852333,44.3600004,ARIMA
NSW1,24/10/2021 10:30,6891.636881,44.37853825,ARIMA
NSW1,24/10/2021 11:00,6700.67239,44.26519881,ARIMA
NSW1,24/10/2021 11:30,6510.844169,44.18344644,ARIMA
NSW1,24/10/2021 12:00,6412.852239,44.55133538,ARIMA
NSW1,24/10/2021 12:30,6389.517577,45.07459725,ARIMA
NSW1,24/10/2021 13:00,6377.467626,44.98813207,ARIMA
NSW1,24/10/2021 13:30,6348.122809,44.69242926,ARIMA
NSW1,24/10/2021 14:00,6414.09667,44.66952085,ARIMA
NSW1,24/10/2021 14:30,6539.707128,45.00513728,ARIMA
NSW1,24/10/2021 15:00,6638.623362,45.03816405,ARIMA
NSW1,24/10/2021 15:30,6857.98336,45.04668898,ARIMA
NSW1,24/10/2021 16:00,7092.024129,44.99482083,ARIMA
NSW1,24/10/2021 16:30,7492.361092,49.51006629,ARIMA
NSW1,24/10/2021 17:00,7854.674114,52.18042037,ARIMA
NSW1,24/10/2021 17:30,8242.592398,66.89569641,ARIMA
NSW1,24/10/2021 18:00,8658.266617,72.39444027,ARIMA
NSW1,24/10/2021 18:30,9128.776376,90.14374704,ARIMA
NSW1,24/10/2021 19:00,9304.594869,91.90117615,ARIMA
NSW1,24/10/2021 19:30,9245.321128,93.62739053,ARIMA
NSW1,24/10/2021 20:00,9033.39973,74.96917706,ARIMA
NSW1,24/10/2021 20:30,8873.747337,80.15604107,ARIMA
NSW1,24/10/2021 21:00,8656.68732,58.09193653,ARIMA
NSW1,24/10/2021 21:30,8499.038546,64.82098422,ARIMA
NSW1,24/10/2021 22:00,8323.130528,54.8308114,ARIMA
NSW1,24/10/2021 22:30,8107.047336,50.70519511,ARIMA
NSW1,24/10/2021 23:00,8087.083679,51.32066177,ARIMA
NSW1,24/10/2021 23:30,7858.917201,48.63336623,ARIMA
NSW1,25/10/2021 0:00,7782.937164,49.39988325,ARIMA
NSW1,25/10/2021 0:30,7685.572833,48.88647266,ARIMA
NSW1,25/10/2021 1:00,7588.568329,48.020596,ARIMA
NSW1,25/10/2021 1:30,7406.829311,47.06580912,ARIMA
NSW1,25/10/2021 2:00,7248.452609,46.62833798,ARIMA
NSW1,25/10/2021 2:30,7010.183868,45.54468165,ARIMA
NSW1,25/10/2021 3:00,6686.696233,45.04860645,ARIMA
NSW1,25/10/2021 3:30,6488.450858,44.65594684,ARIMA
NSW1,25/10/2021 4:00,6397.280568,44.87079438,ARIMA
NSW1,25/10/2021 4:30,6352.900893,45.11994443,ARIMA
NSW1,25/10/2021 5:00,6414.600864,45.01331823,ARIMA
NSW1,25/10/2021 5:30,6524.709286,45.03948996,ARIMA
NSW1,25/10/2021 6:00,6781.550717,44.47520147,ARIMA
NSW1,25/10/2021 6:30,7194.15319,48.74665718,ARIMA
NSW1,25/10/2021 7:00,7713.602781,52.56367681,ARIMA
NSW1,25/10/2021 7:30,8227.438974,67.2103879,ARIMA
NSW1,25/10/2021 8:00,8369.355291,60.10181633,ARIMA
NSW1,25/10/2021 8:30,8388.060489,58.51109181,ARIMA
NSW1,25/10/2021 9:00,8105.430615,55.902467,ARIMA
NSW1,25/10/2021 9:30,7630.667958,46.37930381,ARIMA
NSW1,25/10/2021 10:00,7335.163287,43.7188223,ARIMA
NSW1,25/10/2021 10:30,6979.863795,44.15941059,ARIMA
NSW1,25/10/2021 11:00,6818.665082,44.04159624,ARIMA
NSW1,25/10/2021 11:30,6680.013786,44.44724062,ARIMA
NSW1,25/10/2021 12:00,6549.887005,46.78962698,ARIMA
NSW1,25/10/2021 12:30,6453.393121,44.95844407,ARIMA
NSW1,25/10/2021 13:00,6407.387338,44.74385186,ARIMA
NSW1,25/10/2021 13:30,6444.008398,44.7520243,ARIMA
NSW1,25/10/2021 14:00,6591.604115,48.20493295,ARIMA
NSW1,25/10/2021 14:30,6593.998985,45.39222376,ARIMA
NSW1,25/10/2021 15:00,6713.26651,43.83753762,ARIMA
NSW1,25/10/2021 15:30,6905.531621,44.67978462,ARIMA
NSW1,25/10/2021 16:00,7118.97183,44.6585498,ARIMA
NSW1,25/10/2021 16:30,7421.714903,45.37253384,ARIMA
NSW1,25/10/2021 17:00,7852.20938,46.38965438,ARIMA
NSW1,25/10/2021 17:30,8335.261146,48.42245369,ARIMA
NSW1,25/10/2021 18:00,8822.398994,51.92008062,ARIMA
NSW1,25/10/2021 18:30,9343.71468,50.59061579,ARIMA
NSW1,25/10/2021 19:00,9551.271891,69.22613551,ARIMA
NSW1,25/10/2021 19:30,9485.73627,75.11192987,ARIMA
NSW1,25/10/2021 20:00,9311.462143,52.69120618,ARIMA
NSW1,25/10/2021 20:30,9140.897602,52.22111571,ARIMA
NSW1,25/10/2021 21:00,8957.291143,55.67391426,ARIMA
NSW1,25/10/2021 21:30,8802.434044,50.24657623,ARIMA
NSW1,25/10/2021 22:00,8530.631492,50.55141454,ARIMA
NSW1,25/10/2021 22:30,8306.088877,50.11691164,ARIMA
NSW1,25/10/2021 23:00,8267.823243,51.06395027,ARIMA
NSW1,25/10/2021 23:30,8008.30439,49.56255764,ARIMA
NSW1,26/10/2021 0:00,7950.758722,48.11295474,ARIMA
NSW1,26/10/2021 0:30,7843.9549,46.37869204,ARIMA
NSW1,26/10/2021 1:00,7716.793756,46.99853753,ARIMA
NSW1,26/10/2021 1:30,7530.104641,45.27323644,ARIMA
NSW1,26/10/2021 2:00,7355.937797,45.53504007,ARIMA
NSW1,26/10/2021 2:30,7140.689914,45.31411738,ARIMA
NSW1,26/10/2021 3:00,6891.918876,44.96952868,ARIMA
NSW1,26/10/2021 3:30,6676.675647,44.88357045,ARIMA
NSW1,26/10/2021 4:00,6550.953161,44.62733365,ARIMA
NSW1,26/10/2021 4:30,6489.438174,44.7649263,ARIMA
NSW1,26/10/2021 5:00,6524.813976,44.82862263,ARIMA
NSW1,26/10/2021 5:30,6660.449274,44.84336972,ARIMA
NSW1,26/10/2021 6:00,6953.166156,45.45868984,ARIMA
NSW1,26/10/2021 6:30,7244.913105,45.72041739,ARIMA
NSW1,26/10/2021 7:00,7848.080058,51.09929786,ARIMA
NSW1,26/10/2021 7:30,8379.510113,89.30290091,ARIMA
NSW1,26/10/2021 8:00,8644.771345,96.52651959,ARIMA
NSW1,26/10/2021 8:30,8579.493046,97.38165833,ARIMA
NSW1,26/10/2021 9:00,8320.834541,60.66682668,ARIMA
NSW1,26/10/2021 9:30,7881.503215,52.07811758,ARIMA
NSW1,26/10/2021 10:00,7561.348307,47.70568449,ARIMA
NSW1,26/10/2021 10:30,7187.782023,44.61066301,ARIMA
NSW1,26/10/2021 11:00,6895.05133,44.77696069,ARIMA
NSW1,26/10/2021 11:30,6691.175531,44.28073135,ARIMA
NSW1,26/10/2021 12:00,6478.993287,43.6575831,ARIMA
NSW1,26/10/2021 12:30,6414.204313,45.15745783,ARIMA
NSW1,26/10/2021 13:00,6312.485088,44.24685897,ARIMA
NSW1,26/10/2021 13:30,6359.566066,44.70426515,ARIMA
NSW1,26/10/2021 14:00,6346.564371,44.54982125,ARIMA
NSW1,26/10/2021 14:30,6410.887887,44.72807674,ARIMA
NSW1,26/10/2021 15:00,6536.498176,44.8683817,ARIMA
NSW1,26/10/2021 15:30,6710.617321,47.13398876,ARIMA
NSW1,26/10/2021 16:00,6967.226066,45.28021769,ARIMA
NSW1,26/10/2021 16:30,7311.590734,46.56692585,ARIMA
NSW1,26/10/2021 17:00,7714.271121,55.72064941,ARIMA
NSW1,26/10/2021 17:30,8117.942349,78.94039633,ARIMA
NSW1,26/10/2021 18:00,8538.639072,84.20608034,ARIMA
NSW1,26/10/2021 18:30,8964.454687,94.63595336,ARIMA
NSW1,26/10/2021 19:00,9070.23638,82.46820799,ARIMA
NSW1,26/10/2021 19:30,8967.207958,90.89702662,ARIMA
NSW1,26/10/2021 20:00,8764.07646,78.37953511,ARIMA
NSW1,26/10/2021 20:30,8644.98756,80.22324388,ARIMA
NSW1,26/10/2021 21:00,8515.691335,68.3086821,ARIMA
NSW1,26/10/2021 21:30,8343.719322,57.40520908,ARIMA
NSW1,26/10/2021 22:00,8275.464128,64.92963873,ARIMA
NSW1,26/10/2021 22:30,8083.421449,56.60175191,ARIMA
NSW1,26/10/2021 23:00,8093.288467,60.55620955,ARIMA
NSW1,26/10/2021 23:30,7942.546488,60.89258716,ARIMA
NSW1,27/10/2021 0:00,7877.306537,54.9501344,ARIMA
NSW1,27/10/2021 0:30,7830.519061,56.52269167,ARIMA
NSW1,27/10/2021 1:00,7717.444042,53.04262279,ARIMA
NSW1,27/10/2021 1:30,7561.406246,51.26345675,ARIMA
NSW1,27/10/2021 2:00,7357.750493,49.04972179,ARIMA
NSW1,27/10/2021 2:30,7135.477642,48.10417291,ARIMA
NSW1,27/10/2021 3:00,6887.560645,46.99815112,ARIMA
NSW1,27/10/2021 3:30,6671.107348,46.24284551,ARIMA
NSW1,27/10/2021 4:00,6547.185443,46.17338189,ARIMA
NSW1,27/10/2021 4:30,6468.480113,46.0622765,ARIMA
NSW1,27/10/2021 5:00,6473.480551,46.05180476,ARIMA
NSW1,27/10/2021 5:30,6557.718075,45.92172179,ARIMA
NSW1,27/10/2021 6:00,6650.48243,46.44202525,ARIMA
NSW1,27/10/2021 6:30,6794.620751,47.63578215,ARIMA
NSW1,27/10/2021 7:00,7060.72459,49.48046924,ARIMA
NSW1,27/10/2021 7:30,7277.173649,50.9318613,ARIMA
NSW1,27/10/2021 8:00,7446.99242,49.06584083,ARIMA
NSW1,27/10/2021 8:30,7545.07801,47.9561547,ARIMA
NSW1,27/10/2021 9:00,7481.264859,46.20038995,ARIMA
NSW1,27/10/2021 9:30,7162.659345,44.4085004,ARIMA
NSW1,27/10/2021 10:00,6883.307579,45.04681668,ARIMA
NSW1,27/10/2021 10:30,6554.852627,43.92108748,ARIMA
NSW1,27/10/2021 11:00,6341.409167,43.60264088,ARIMA
NSW1,27/10/2021 11:30,6157.004552,43.67108813,ARIMA
NSW1,27/10/2021 12:00,5935.463027,41.95756772,ARIMA
NSW1,27/10/2021 12:30,5837.022528,39.49291079,ARIMA
NSW1,27/10/2021 13:00,5729.783276,38.00083809,ARIMA
NSW1,27/10/2021 13:30,5619.254385,41.97133456,ARIMA
NSW1,27/10/2021 14:00,5641.915978,42.88344556,ARIMA
NSW1,27/10/2021 14:30,5720.132807,44.89266434,ARIMA
NSW1,27/10/2021 15:00,5864.953647,45.47215858,ARIMA
NSW1,27/10/2021 15:30,6062.935799,44.42683597,ARIMA
NSW1,27/10/2021 16:00,6371.269649,45.75916956,ARIMA
NSW1,27/10/2021 16:30,6636.723013,47.27177572,ARIMA
NSW1,27/10/2021 17:00,7027.743158,50.00935589,ARIMA
NSW1,27/10/2021 17:30,7423.703106,52.99768787,ARIMA
NSW1,27/10/2021 18:00,7813.044357,60.78469585,ARIMA
NSW1,27/10/2021 18:30,8253.513811,69.10276407,ARIMA
NSW1,27/10/2021 19:00,8434.520739,61.20448808,ARIMA
NSW1,27/10/2021 19:30,8295.518962,53.94699607,ARIMA
NSW1,27/10/2021 20:00,8115.418563,52.69879796,ARIMA
NSW1,27/10/2021 20:30,7979.953108,54.49510119,ARIMA
NSW1,27/10/2021 21:00,7874.834777,54.76898289,ARIMA
NSW1,27/10/2021 21:30,7764.991595,54.48075355,ARIMA
NSW1,27/10/2021 22:00,7651.095865,50.69286953,ARIMA
NSW1,27/10/2021 22:30,7582.565969,53.99126562,ARIMA
NSW1,27/10/2021 23:00,7577.541289,54.54579926,ARIMA
NSW1,27/10/2021 23:30,7500.691753,52.28591545,ARIMA
NSW1,28/10/2021 0:00,7394.268243,52.38713417,ARIMA
NSW1,28/10/2021 0:30,7269.254751,49.58444322,ARIMA
NSW1,28/10/2021 1:00,7084.758411,49.34033491,ARIMA
NSW1,28/10/2021 1:30,6970.553647,52.07951835,ARIMA
NSW1,28/10/2021 2:00,6804.426768,51.34153941,ARIMA
NSW1,28/10/2021 2:30,6616.174682,53.15885868,ARIMA
NSW1,28/10/2021 3:00,6398.227242,50.59046518,ARIMA
NSW1,28/10/2021 3:30,6286.738866,48.03255056,ARIMA
NSW1,28/10/2021 4:00,6197.786636,46.98849979,ARIMA
NSW1,28/10/2021 4:30,6158.970366,46.90502244,ARIMA
NSW1,28/10/2021 5:00,6212.429122,47.7371522,ARIMA
NSW1,28/10/2021 5:30,6253.58131,49.92845058,ARIMA
NSW1,28/10/2021 6:00,6306.349918,47.8950173,ARIMA
NSW1,28/10/2021 6:30,6418.905124,48.41127815,ARIMA
NSW1,28/10/2021 7:00,6573.590287,49.80930961,ARIMA
NSW1,28/10/2021 7:30,6744.24164,48.37021314,ARIMA
NSW1,28/10/2021 8:00,6849.937233,47.57060318,ARIMA
NSW1,28/10/2021 8:30,6795.921888,45.23758697,ARIMA
NSW1,28/10/2021 9:00,6717.806076,43.6528349,ARIMA
NSW1,28/10/2021 9:30,6524.479207,44.46656526,ARIMA
NSW1,28/10/2021 10:00,6381.448949,45.36031626,ARIMA
NSW1,28/10/2021 10:30,6080.301838,44.01790093,ARIMA
NSW1,28/10/2021 11:00,5922.326376,42.66916285,ARIMA
NSW1,28/10/2021 11:30,5699.718476,40.66187565,ARIMA
NSW1,28/10/2021 12:00,5593.231335,42.41168481,ARIMA
NSW1,28/10/2021 12:30,5568.891039,41.74599044,ARIMA
